COMID,REGIONID,WETTED_WIDTH_M
6163341,Region01,3.98
6162407,Region01,3.07
6162391,Region01,0
6163323,Region01,0
6163207,Region01,0
6162717,Region01,3.15
6162709,Region01,4.52
6163211,Region01,0
6145133,Region01,28.34
6147627,Region01,4.49
6149013,Region01,5.74
6149011,Region01,0
6146815,Region01,3.22
6149639,Region01,0
6149637,Region01,0
6149821,Region01,0
6149679,Region01,0
6149677,Region01,0
6162737,Region01,11.24
6162339,Region01,8.59
6162743,Region01,10.26
6162707,Region01,4.74
6162975,Region01,7.52
6163355,Region01,8.28
6163075,Region01,0
6163079,Region01,0
6162511,Region01,3.02
6162519,Region01,3.55
6162509,Region01,2.46
6149125,Region01,0
6151489,Region01,4.3
6151661,Region01,0
6149671,Region01,0
6149661,Region01,0
6149659,Region01,0
6148981,Region01,5.83
6148979,Region01,4.49
6162973,Region01,4.15
6162489,Region01,6.45
6162723,Region01,0
6163081,Region01,0
6162321,Region01,8.07
6163077,Region01,0
6162501,Region01,0
6162521,Region01,3.58
6163083,Region01,0
6162535,Region01,3.27
6162943,Region01,5.83
6162345,Region01,4.2
6151487,Region01,4.57
6149097,Region01,0
25075132,Region01,0
25075128,Region01,0
25075124,Region01,0
6151639,Region01,0
6162361,Region01,5.17
6160407,Region01,0
6163065,Region01,0
6160363,Region01,7.29
6162327,Region01,0
6163001,Region01,0
6163023,Region01,0
6163381,Region01,4.45
6163371,Region01,5.3
6163385,Region01,5
6162377,Region01,5.75
6163031,Region01,0
6149077,Region01,0
6149053,Region01,4.91
6149645,Region01,0
6151641,Region01,0
6151457,Region01,5.03
6151455,Region01,4.7
6151463,Region01,3.88
6149703,Region01,0
6149701,Region01,0
6149699,Region01,0
6149689,Region01,0
6162399,Region01,5.47
6163035,Region01,0
6163037,Region01,0
6162445,Region01,7.38
6162405,Region01,5.51
6162927,Region01,11.91
6163321,Region01,0
6162683,Region01,5.06
6149049,Region01,5.11
6149027,Region01,2.87
6149631,Region01,0
6148973,Region01,2.89
6147831,Region01,9.27
6147587,Region01,17.47
6146909,Region01,0
6147607,Region01,25.33
6147823,Region01,4.58
6149687,Region01,0
6149685,Region01,0
6149683,Region01,0
6149833,Region01,0
6163133,Region01,0
6162635,Region01,4.28
6162629,Region01,3.59
6162667,Region01,5.03
6159847,Region01,2.75
6160381,Region01,0
6162335,Region01,4.12
6146969,Region01,4.58
6144413,Region01,3.6
6144555,Region01,2.49
6148321,Region01,3.97
6149829,Region01,0
6149617,Region01,0
6149615,Region01,0
6144907,Region01,0
6159849,Region01,3.66
6163019,Region01,0
6163269,Region01,5.26
6162337,Region01,5.91
6162343,Region01,5.74
6163027,Region01,0
6162909,Region01,7.1
6162919,Region01,9.68
6162699,Region01,6.03
6163137,Region01,0
6148423,Region01,12.89
6149793,Region01,0
6149807,Region01,0
6148829,Region01,6.83
6144905,Region01,0
6144903,Region01,0
6144953,Region01,0
6162963,Region01,4.7
6163313,Region01,0
6162979,Region01,8
6163307,Region01,0
6162615,Region01,6.38
6162539,Region01,4.33
6149691,Region01,0
6149777,Region01,0
6148975,Region01,2.5
6148931,Region01,3.29
6149187,Region01,3.22
6147623,Region01,3.35
6147829,Region01,0
6146827,Region01,3.89
6147547,Region01,3.14
6144949,Region01,0
6144947,Region01,0
6145009,Region01,0
6145003,Region01,0
6149459,Region01,0
6149675,Region01,0
6149837,Region01,0
6149415,Region01,0
6149557,Region01,0
6149669,Region01,0
6149575,Region01,0
6149431,Region01,0
6148991,Region01,0
6148941,Region01,3.43
6144319,Region01,2.25
6145119,Region01,9.67
6149327,Region01,12.86
6149797,Region01,0
6144999,Region01,0
6145023,Region01,0
6145017,Region01,0
6145015,Region01,0
6149407,Region01,0
6149825,Region01,0
6149413,Region01,0
6144871,Region01,0
6149403,Region01,0
6149547,Region01,0
6149573,Region01,0
6149439,Region01,0
6149553,Region01,0
6148925,Region01,0
6149611,Region01,0
6149845,Region01,0
6148593,Region01,16.54
6144421,Region01,26.44
6149787,Region01,0
6145047,Region01,0
6145045,Region01,0
6145043,Region01,0
6149417,Region01,0
6144877,Region01,0
6149823,Region01,0
6149815,Region01,0
6144869,Region01,0
6144865,Region01,0
6144879,Region01,0
6144873,Region01,0
6149437,Region01,0
6145117,Region01,0
6145115,Region01,0
6148835,Region01,3.27
6149533,Region01,0
6148597,Region01,16.07
6146971,Region01,26.59
6147577,Region01,17.7
6149401,Region01,0
6149399,Region01,0
6145061,Region01,0
6149479,Region01,0
6144983,Region01,0
6144881,Region01,0
6149571,Region01,0
6149667,Region01,0
25075142,Region01,0
25075140,Region01,0
6144883,Region01,0
6149551,Region01,0
6148841,Region01,4.62
6149613,Region01,0
6149337,Region01,5.12
6148789,Region01,0
6144315,Region01,4.55
6147801,Region01,3.42
6151791,Region01,2.9
6149203,Region01,2.97
6149471,Region01,0
6149469,Region01,0
6149819,Region01,0
6149491,Region01,0
6149441,Region01,0
6149449,Region01,0
6149549,Region01,0
6144943,Region01,0
6144939,Region01,0
6144933,Region01,0
6149585,Region01,0
6149473,Region01,0
6148777,Region01,4.16
6148735,Region01,3.23
6151625,Region01,3.27
6151645,Region01,0
6154817,Region01,58.91
6149849,Region01,0
6149489,Region01,0
6147817,Region01,0
6147815,Region01,0
6147813,Region01,0
6144981,Region01,0
6144979,Region01,0
6145037,Region01,0
6162383,Region01,10.44
6162375,Region01,11.49
6162663,Region01,29.02
6163167,Region01,30.05
6163161,Region01,30.09
6170818,Region01,0
6160373,Region01,0
6168540,Region01,0
6170812,Region01,0
6162505,Region01,4.36
6162577,Region01,4.76
6162503,Region01,3.39
6162415,Region01,5.49
6163305,Region01,0
6162655,Region01,0
6163331,Region01,2.46
6162507,Region01,4.41
6162443,Region01,0
6162435,Region01,9.98
6163189,Region01,0
6162379,Region01,0
6160399,Region01,0
6162915,Region01,16.82
6162441,Region01,18.03
6162527,Region01,0
6162525,Region01,2.65
6162471,Region01,21.72
6163165,Region01,30.05
6163159,Region01,30.33
6163289,Region01,30.14
6162679,Region01,30.05
6162673,Region01,28.84
6162677,Region01,30.05
6168312,Region01,11.26
6170248,Region01,4.89
6170888,Region01,0
6162373,Region01,4.79
6162755,Region01,0
6162751,Region01,3.04
6160401,Region01,0
6159811,Region01,4
6112343,Region01,10.77
6109439,Region01,5.06
6105437,Region01,0
6107041,Region01,4.18
6107035,Region01,6.37
6107017,Region01,2.11
6111217,Region01,4.3
6111219,Region01,3.41
5867553,Region01,14.01
5866789,Region01,14.28
6105431,Region01,5.26
5860999,Region01,0
5860849,Region01,0
5860627,Region01,0
5860629,Region01,3.8
5868295,Region01,0
5868195,Region01,0
6109765,Region01,4.97
6109245,Region01,5.09
6109083,Region01,3.49
6107189,Region01,0
6107019,Region01,2.91
6107193,Region01,0
6107023,Region01,4.42
6107183,Region01,0
6111479,Region01,0
6111211,Region01,2.7
6111161,Region01,3.43
6111469,Region01,0
6111173,Region01,3.5
6111239,Region01,4.14
6109727,Region01,0
6109763,Region01,36.75
6109291,Region01,5.43
5861003,Region01,0
5860759,Region01,0
6106987,Region01,3.28
6107171,Region01,0
5867435,Region01,26
5864081,Region01,0
5864101,Region01,0
6109761,Region01,36.63
6109261,Region01,0
6109697,Region01,0
6109693,Region01,0
6107003,Region01,3.54
6107001,Region01,2.77
6106949,Region01,3.62
6107153,Region01,0
6111437,Region01,3.54
6111425,Region01,5.61
6111509,Region01,0
6111431,Region01,2.86
6111273,Region01,3.65
6111277,Region01,3.9
6109297,Region01,5.55
6109491,Region01,0
5862283,Region01,6.69
5862285,Region01,2.56
6107141,Region01,0
6107159,Region01,3.93
6109251,Region01,0
6109249,Region01,3.74
6109511,Region01,0
6109213,Region01,41.29
6109281,Region01,3.31
6109695,Region01,4.21
6106959,Region01,3.57
6107223,Region01,0
6106973,Region01,5.04
6111169,Region01,2.67
6111167,Region01,3.14
6111187,Region01,4.29
6109489,Region01,0
6109171,Region01,4.46
6106013,Region01,0
5860743,Region01,0
5860615,Region01,10.45
5860823,Region01,0
5861027,Region01,0
6109273,Region01,0
6109119,Region01,2.91
5866343,Region01,11.6
5863827,Region01,0
5864073,Region01,0
5863825,Region01,0
5864075,Region01,0
5866543,Region01,0
5860895,Region01,0
5863419,Region01,0
5863881,Region01,0
5867673,Region01,0
5860885,Region01,0
5860435,Region01,0
5861107,Region01,0
5861213,Region01,0
5868199,Region01,0
5864111,Region01,0
5864113,Region01,0
5868223,Region01,8.36
5867985,Region01,0
5867527,Region01,6.19
5867503,Region01,2.84
5864071,Region01,0
5870437,Region01,0
5864063,Region01,0
5864065,Region01,0
5866985,Region01,7.15
5863497,Region01,2.96
5867975,Region01,0
5864105,Region01,0
5867559,Region01,12.21
5866975,Region01,4.1
5862317,Region01,7.64
5867515,Region01,9.11
5863415,Region01,0
5861105,Region01,0
5861217,Region01,0
5860847,Region01,0
5861097,Region01,0
5861211,Region01,0
5867547,Region01,19.65
5867487,Region01,20.15
5864139,Region01,0
5864141,Region01,0
5867565,Region01,6.36
5866903,Region01,6.92
5867863,Region01,0
5866559,Region01,3.84
5867617,Region01,3.72
5864053,Region01,0
5864055,Region01,0
5864057,Region01,0
5861137,Region01,0
5866855,Region01,11.98
5866943,Region01,6.61
5867959,Region01,0
5863931,Region01,0
5866399,Region01,0
5861083,Region01,0
5861079,Region01,0
5860843,Region01,0
5868197,Region01,0
5863483,Region01,2.14
5864123,Region01,0
5863425,Region01,0
5866901,Region01,7.33
5866905,Region01,11.62
5864167,Region01,0
5863727,Region01,0
5864007,Region01,0
5866719,Region01,2.99
5864171,Region01,0
5864069,Region01,0
5864059,Region01,0
5867981,Region01,0
5863917,Region01,0
5866717,Region01,11.03
5867485,Region01,12.28
5867401,Region01,6.91
5861069,Region01,0
5861075,Region01,0
5861209,Region01,0
5868205,Region01,0
5868201,Region01,0
5864107,Region01,0
5863723,Region01,0
5868023,Region01,0
5867555,Region01,10.57
5868265,Region01,0
5870461,Region01,0
5861143,Region01,0
5861141,Region01,0
5864077,Region01,0
5864061,Region01,0
5863929,Region01,0
5866821,Region01,6.26
5860381,Region01,3.73
5867767,Region01,0
5866721,Region01,5.42
5867891,Region01,0
5867765,Region01,0
5866611,Region01,12.38
5860883,Region01,0
5866655,Region01,11.46
5861067,Region01,0
5861065,Region01,0
5861077,Region01,0
5861059,Region01,0
5867475,Region01,4.37
5866753,Region01,19.55
5863887,Region01,0
5863907,Region01,0
5863863,Region01,0
5866881,Region01,13.38
5864173,Region01,0
5868213,Region01,0
5866349,Region01,9.39
5866953,Region01,7.98
5867457,Region01,2.99
5870439,Region01,0
5861135,Region01,0
5864067,Region01,0
5860945,Region01,0
5864159,Region01,0
5867947,Region01,0
5867859,Region01,0
5867539,Region01,4.75
5866793,Region01,0
5867589,Region01,4.56
5867393,Region01,0
5866897,Region01,2.97
5862303,Region01,5.24
5861061,Region01,0
5860785,Region01,0
5861207,Region01,0
5861055,Region01,0
5866521,Region01,0
5868183,Region01,0
5863885,Region01,0
5867535,Region01,10.73
5866911,Region01,16.33
5867575,Region01,17.24
5868145,Region01,0
5867525,Region01,15.32
5870459,Region01,0
5867569,Region01,4.36
5861133,Region01,0
5861127,Region01,0
5868209,Region01,0
5863947,Region01,0
5868129,Region01,0
5866735,Region01,4.87
5866795,Region01,5.37
5861063,Region01,0
5861057,Region01,0
5866941,Region01,8.07
5867607,Region01,5.23
5867747,Region01,0
5864089,Region01,0
5864117,Region01,0
5867669,Region01,0
5866887,Region01,18.47
5867581,Region01,17.8
5868153,Region01,0
5867957,Region01,0
5867987,Region01,0
5868207,Region01,0
5861131,Region01,0
5861139,Region01,0
5861129,Region01,0
5860935,Region01,0
5861125,Region01,0
5866947,Region01,2.42
5866365,Region01,10.39
5866767,Region01,10.72
5866827,Region01,5.39
5866401,Region01,0
5862417,Region01,9.92
5860489,Region01,0
5860467,Region01,5.06
5860695,Region01,9.23
5863455,Region01,7.72
5864137,Region01,0
5868015,Region01,0
5866923,Region01,18.43
5866555,Region01,5.38
5866697,Region01,4.31
5861123,Region01,0
5861121,Region01,0
5861221,Region01,0
166174781,Region01,0
5870467,Region01,0
5868099,Region01,0
5866705,Region01,4.74
5867803,Region01,0
5867471,Region01,4.65
5866879,Region01,5.01
5863797,Region01,2.91
5866371,Region01,3.78
5870447,Region01,0
5860651,Region01,0
5862409,Region01,3.41
5862677,Region01,0
5862613,Region01,4.54
5867473,Region01,20.82
5867665,Region01,0
5867463,Region01,3.53
5864143,Region01,0
5866937,Region01,18.53
5866935,Region01,20.35
5867025,Region01,2.55
5867035,Region01,3.7
5867873,Region01,0
5867545,Region01,3.38
5867941,Region01,0
5867807,Region01,0
166174782,Region01,0
5861119,Region01,0
5861109,Region01,0
5866747,Region01,6.08
5866815,Region01,5.55
5866833,Region01,6.62
5866983,Region01,3.96
5860715,Region01,6.52
5860391,Region01,5.27
5862607,Region01,6.61
5862599,Region01,6.85
5862591,Region01,10.07
5862581,Region01,10.05
5868191,Region01,0
5866519,Region01,0
5864125,Region01,0
5866329,Region01,3.37
5867585,Region01,20.08
5867567,Region01,20.17
5868133,Region01,0
5862301,Region01,5.2
5863923,Region01,0
5866861,Region01,4.98
5861099,Region01,0
5861113,Region01,0
5861081,Region01,0
5861071,Region01,0
5862643,Region01,0
5867931,Region01,0
5868003,Region01,0
5870469,Region01,0
5863985,Region01,0
5862379,Region01,12.17
5862577,Region01,14.56
5862367,Region01,14.4
5868193,Region01,0
5863807,Region01,3.19
5863413,Region01,0
5866843,Region01,20.65
5867563,Region01,21.13
166174793,Region01,6.26
5861219,Region01,0
5861093,Region01,0
5861177,Region01,0
5861073,Region01,0
5863385,Region01,0
5866891,Region01,7.61
5862383,Region01,5.34
5866971,Region01,7.45
5866867,Region01,7.65
5864095,Region01,0
5868163,Region01,0
5862589,Region01,4.98
5862393,Region01,3.29
5864127,Region01,0
5867495,Region01,5.06
5862369,Region01,0
5862573,Region01,15.83
5862373,Region01,15.79
5862671,Region01,0
5867521,Region01,19.03
5863865,Region01,0
5864181,Region01,0
5863883,Region01,0
5863859,Region01,0
5866741,Region01,22.02
5866883,Region01,3.09
5866831,Region01,4.38
5867605,Region01,3.1
5864179,Region01,0
5867477,Region01,6.55
5860837,Region01,0
5861115,Region01,0
5861111,Region01,0
5860853,Region01,0
5864085,Region01,0
5864093,Region01,0
5863809,Region01,2.68
5868247,Region01,9.1
5866925,Region01,6.02
5862629,Region01,16.04
5860481,Region01,16.76
5860701,Region01,17.72
5862357,Region01,17.72
5867769,Region01,0
5867433,Region01,20.59
5867999,Region01,0
5867505,Region01,22.17
166174797,Region01,22.27
166174796,Region01,22.21
5867593,Region01,3.61
5866991,Region01,0
5866839,Region01,3.22
5868127,Region01,0
5867609,Region01,3.83
5860845,Region01,0
5860841,Region01,0
5860681,Region01,3.47
5863855,Region01,0
5864103,Region01,0
5866961,Region01,6
5864119,Region01,0
5860647,Region01,6.49
5864169,Region01,0
5870441,Region01,18.13
5862355,Region01,18.13
5860469,Region01,17.87
5860687,Region01,19.9
5868211,Region01,0
5881763,Region01,0
5881761,Region01,0
5875597,Region01,0
5876475,Region01,0
5876173,Region01,5.68
5876243,Region01,2.92
5879817,Region01,0
5879709,Region01,0
5879705,Region01,0
5882291,Region01,0
5882357,Region01,0
5882393,Region01,0
5882389,Region01,0
5882297,Region01,0
5882391,Region01,0
6118860,Region01,4.12
6116900,Region01,0
6115882,Region01,5.17
6119014,Region01,4.98
6117000,Region01,0
5881791,Region01,0
5881789,Region01,0
5881787,Region01,0
5881783,Region01,0
5881781,Region01,0
5881779,Region01,0
5875623,Region01,0
5876489,Region01,0
5882285,Region01,0
5882309,Region01,0
5879649,Region01,0
5879065,Region01,0
5879647,Region01,0
5879061,Region01,0
6116928,Region01,0
6115892,Region01,5.97
6116904,Region01,0
6116700,Region01,5.57
6117260,Region01,0
5881777,Region01,0
5881775,Region01,0
5881773,Region01,0
5881941,Region01,0
5876797,Region01,0
5879845,Region01,0
5879697,Region01,0
6115888,Region01,6.76
6115896,Region01,9.18
6117332,Region01,0
6115948,Region01,10.15
6115976,Region01,11
6116150,Region01,12.06
6116210,Region01,0
6116216,Region01,9.54
6116218,Region01,12.09
6115946,Region01,5.53
6117232,Region01,0
5881801,Region01,0
5881799,Region01,0
5881797,Region01,0
5879841,Region01,0
5876491,Region01,0
5876787,Region01,0
5876625,Region01,0
5876641,Region01,0
6116226,Region01,29.21
6116234,Region01,31.37
6116244,Region01,0
6116268,Region01,31.55
6116308,Region01,31.68
6116334,Region01,31.5
6116396,Region01,30.76
6116394,Region01,38.71
931090014,Region01,0
6116370,Region01,0
6116712,Region01,3.55
6115994,Region01,0
6116714,Region01,3.28
6115974,Region01,4.58
6116146,Region01,4.23
5879023,Region01,0
5879017,Region01,0
5879005,Region01,0
5879001,Region01,0
5878999,Region01,0
5876497,Region01,0
5876803,Region01,0
5876165,Region01,0
6116340,Region01,0
6116290,Region01,3.49
6117134,Region01,0
6116298,Region01,4.15
6116346,Region01,5.04
6116386,Region01,39.79
6116012,Region01,7.71
6116076,Region01,9.7
6116732,Region01,3.24
6116228,Region01,2.98
6116152,Region01,3.95
6116148,Region01,0
5876577,Region01,0
5876575,Region01,0
5876573,Region01,0
5882279,Region01,0
5882267,Region01,0
5875707,Region01,0
5876209,Region01,0
5879707,Region01,0
6116988,Region01,0
6116990,Region01,8.61
6116726,Region01,11.81
6116736,Region01,12.05
6116738,Region01,12.09
6116742,Region01,11.21
6116274,Region01,12.29
6117116,Region01,0
6116142,Region01,4.27
6118942,Region01,4.36
5882273,Region01,0
5882255,Region01,0
5882263,Region01,0
5882253,Region01,0
5876815,Region01,0
5876593,Region01,0
5876683,Region01,0
5879703,Region01,0
6116296,Region01,12.4
6116318,Region01,13.32
6116358,Region01,12.62
6116962,Region01,0
6119388,Region01,0
6116398,Region01,12.14
6117294,Region01,13.54
6116708,Region01,24.06
6116986,Region01,0
6116402,Region01,12.05
6116744,Region01,3.27
6116754,Region01,4.02
6116270,Region01,2.96
5882265,Region01,0
5876365,Region01,0
5876355,Region01,0
5884539,Region01,0
5876231,Region01,0
5875817,Region01,0
5876175,Region01,2.37
5876615,Region01,0
6115964,Region01,24.51
6117292,Region01,41.43
6115996,Region01,24.36
6118842,Region01,40.48
6116004,Region01,17.45
6116018,Region01,24.49
6116020,Region01,24.98
6119274,Region01,0
6116022,Region01,24.98
6118826,Region01,2.62
6116258,Region01,0
6116288,Region01,2.58
6117276,Region01,0
6119210,Region01,3.16
5876363,Region01,0
5876367,Region01,0
5876439,Region01,0
5876099,Region01,4
5875533,Region01,3
5876595,Region01,0
5878885,Region01,0
6116062,Region01,23.82
6118882,Region01,40.24
6118916,Region01,39.71
6116072,Region01,0
6116080,Region01,25.11
6118944,Region01,38.37
6119026,Region01,29.54
6116400,Region01,2.69
6116360,Region01,0
5876369,Region01,0
5876437,Region01,0
5882385,Region01,0
5882373,Region01,0
5884497,Region01,0
5876961,Region01,0
5878607,Region01,3.84
5879837,Region01,0
5879695,Region01,0
5879685,Region01,0
6119424,Region01,0
6119252,Region01,0
6119256,Region01,0
6116156,Region01,24.74
6116182,Region01,30.71
6116178,Region01,0
6116190,Region01,21.94
6118890,Region01,11.7
6116206,Region01,30.95
6116220,Region01,0
5876361,Region01,0
5876541,Region01,0
5876537,Region01,0
5882363,Region01,0
5882241,Region01,0
5881981,Region01,0
5882365,Region01,0
5881517,Region01,0
5881833,Region01,0
5875489,Region01,0
5876629,Region01,0
6115772,Region01,4.14
6115746,Region01,0
166174898,Region01,0
166174909,Region01,0
5878919,Region01,0
5882325,Region01,0
166174912,Region01,3.56
5882311,Region01,0
5876535,Region01,0
5878949,Region01,0
5878947,Region01,0
5878945,Region01,0
5879843,Region01,0
5879037,Region01,0
5882245,Region01,0
5881979,Region01,0
5882381,Region01,0
5882375,Region01,0
5882249,Region01,0
5881565,Region01,3.17
5882759,Region01,4.22
5876779,Region01,0
5876147,Region01,5.93
5876373,Region01,0
5877007,Region01,0
166174884,Region01,8.06
5882327,Region01,0
166174908,Region01,2.88
5879159,Region01,0
5884541,Region01,0
5882765,Region01,2.55
5879035,Region01,0
5879033,Region01,0
5882247,Region01,0
5882371,Region01,0
5882269,Region01,0
5882243,Region01,0
6115818,Region01,4.08
6115826,Region01,3.2
5881427,Region01,3.22
5879719,Region01,5
5882823,Region01,0
5879671,Region01,0
5879809,Region01,0
166174893,Region01,0
5876781,Region01,0
5879639,Region01,0
166174897,Region01,3.78
5879631,Region01,0
166174907,Region01,4.79
166174924,Region01,7.36
5882321,Region01,0
166174902,Region01,4.33
5881867,Region01,0
5881859,Region01,0
5882379,Region01,0
5882361,Region01,0
5882383,Region01,0
5881983,Region01,0
6116108,Region01,5.59
6116728,Region01,2.83
6115866,Region01,4.99
6117334,Region01,0
5881843,Region01,0
5884531,Region01,0
5876241,Region01,2.61
5879847,Region01,0
5882805,Region01,0
166174879,Region01,0
5879161,Region01,0
5882421,Region01,0
5877015,Region01,0
166174916,Region01,0
5882415,Region01,0
5879739,Region01,0
5876349,Region01,0
166174910,Region01,0
5881857,Region01,0
5881847,Region01,0
5881845,Region01,0
5881839,Region01,0
5881837,Region01,0
5882281,Region01,0
5882307,Region01,0
5882295,Region01,0
5881977,Region01,0
6115938,Region01,0
6116286,Region01,3.86
6116706,Region01,2.74
6116902,Region01,0
5881873,Region01,0
5879813,Region01,0
5876331,Region01,0
166174885,Region01,0
5879171,Region01,0
5882411,Region01,0
166174899,Region01,0
5879819,Region01,0
166174903,Region01,0
5876635,Region01,0
5875535,Region01,2.97
5881861,Region01,0
5881855,Region01,0
5881851,Region01,0
5881849,Region01,0
5882287,Region01,0
5875635,Region01,0
5876509,Region01,0
6115886,Region01,3.5
6116704,Region01,3.05
6117226,Region01,0
6116058,Region01,0
5879815,Region01,0
5881901,Region01,0
5879701,Region01,0
166174882,Region01,0
5876617,Region01,0
166174896,Region01,0
5875609,Region01,0
166174873,Region01,4.03
166174923,Region01,9.88
166174911,Region01,0
166174877,Region01,0
5882799,Region01,0
5881889,Region01,0
5881887,Region01,0
5875637,Region01,0
5882429,Region01,0
5882419,Region01,0
6115858,Region01,3.45
6119386,Region01,0
6119214,Region01,3.38
5884533,Region01,0
5879811,Region01,0
5879849,Region01,0
5879699,Region01,0
166174876,Region01,0
5879737,Region01,0
166174894,Region01,0
5879725,Region01,0
5882413,Region01,0
166174889,Region01,0
166174900,Region01,0
5882827,Region01,0
6115672,Region01,5.15
6116844,Region01,0
6115684,Region01,5.65
6115692,Region01,5.68
6115860,Region01,22.25
6115614,Region01,3.42
6116374,Region01,4.1
6118796,Region01,5.22
6116420,Region01,5.25
6118806,Region01,10.57
6116724,Region01,2.93
6115966,Region01,4.66
6115844,Region01,5.59
6116944,Region01,0
6115810,Region01,5.67
6116836,Region01,0
6115918,Region01,3.7
6115962,Region01,0
6116852,Region01,0
6115700,Region01,5.72
166196329,Region01,0
166196328,Region01,0
6115612,Region01,3.12
6115656,Region01,0
6116774,Region01,0
6115640,Region01,4.78
6118862,Region01,9.51
6119396,Region01,0
6119382,Region01,0
6116942,Region01,0
6116914,Region01,0
6115784,Region01,7.25
6116906,Region01,0
6115726,Region01,4.56
6117252,Region01,0
6115646,Region01,2.58
6116792,Region01,0
6115658,Region01,2.68
6115650,Region01,0
6115648,Region01,5.07
6115652,Region01,9.06
6116338,Region01,3.14
6116304,Region01,3.7
6116306,Region01,2.24
6116750,Region01,4.86
6115900,Region01,2.35
6116816,Region01,0
6116892,Region01,0
6116818,Region01,4.49
6117004,Region01,0
6115766,Region01,4.27
6115754,Region01,12.08
6117300,Region01,11.38
6116692,Region01,11.08
6115680,Region01,0
6115610,Region01,4.05
6115732,Region01,10.75
6116850,Region01,0
6129711,Region01,5.28
6128923,Region01,3.37
6128731,Region01,2.48
6129343,Region01,4.15
6129739,Region01,6.16
6125441,Region01,7.14
6125449,Region01,7.09
6125277,Region01,5.01
6125287,Region01,5.01
6125271,Region01,6.07
6125393,Region01,3.8
6123991,Region01,3.11
6124001,Region01,2.41
6123729,Region01,4.32
6134105,Region01,0
6128737,Region01,0
6129231,Region01,0
6130841,Region01,0
6130929,Region01,0
6128915,Region01,4.39
6129615,Region01,0
6125451,Region01,0
6125959,Region01,0
6129981,Region01,10.59
6130361,Region01,0
6123675,Region01,10.89
6125361,Region01,3.59
6125875,Region01,0
6125367,Region01,4.71
6125873,Region01,0
6130085,Region01,0
6130083,Region01,0
6130111,Region01,0
6131433,Region01,0
6128733,Region01,5.68
6124073,Region01,0
6123733,Region01,2.61
6126435,Region01,11.2
6126593,Region01,0
6128787,Region01,0
6130591,Region01,0
6129327,Region01,0
6130071,Region01,0
6129225,Region01,0
6130673,Region01,0
6128861,Region01,4.33
6129239,Region01,2.96
6123669,Region01,1.98
6123627,Region01,1.82
6123947,Region01,1.98
6123631,Region01,2.26
6125375,Region01,4.79
6125869,Region01,4.58
6125381,Region01,5.4
6125919,Region01,0
6125323,Region01,3.18
6130843,Region01,0
6128133,Region01,0
6126591,Region01,6.49
6126601,Region01,2.94
6126443,Region01,2.71
6128741,Region01,0
6125961,Region01,0
6125969,Region01,0
6128883,Region01,3.44
6125703,Region01,3
6125947,Region01,3.13
6128755,Region01,4.82
6134103,Region01,3.87
6123965,Region01,2.16
6123969,Region01,3.51
6129995,Region01,0
6129927,Region01,0
6128649,Region01,0
6126659,Region01,0
6126655,Region01,0
6126441,Region01,3.6
6126657,Region01,0
6130049,Region01,0
6128967,Region01,3.54
6129605,Region01,5.44
6126623,Region01,6.46
6126619,Region01,5.2
6128353,Region01,0
6125211,Region01,5.32
6125291,Region01,3.75
167237343,Region01,2.97
6125765,Region01,0
6123653,Region01,3.01
6123651,Region01,2.98
6124079,Region01,0
6129909,Region01,0
6128597,Region01,0
6128527,Region01,0
6134109,Region01,0
6130081,Region01,0
6130945,Region01,0
6129531,Region01,4.21
6126649,Region01,0
6126607,Region01,4.18
6126637,Region01,0
6126447,Region01,4.68
6125755,Region01,0
6125171,Region01,2.56
6127987,Region01,2.41
6125943,Region01,6.1
6125937,Region01,5.95
6125177,Region01,4.99
6123663,Region01,3
6125805,Region01,0
6125905,Region01,0
6123657,Region01,3.61
6123967,Region01,0
6123973,Region01,5.24
6123661,Region01,4.43
6123983,Region01,4.75
6129351,Region01,0
6125283,Region01,5.16
6126621,Region01,3.94
6128521,Region01,0
6128501,Region01,2.9
6131439,Region01,0
6130341,Region01,0
6130137,Region01,0
6130147,Region01,0
6129209,Region01,3.09
6131369,Region01,0
6130975,Region01,0
6129229,Region01,0
6126613,Region01,5.56
6125763,Region01,0
6124007,Region01,3.07
6125327,Region01,5.48
6125203,Region01,4.12
6125785,Region01,0
6125187,Region01,5.92
6123977,Region01,2.5
6125307,Region01,3.52
6124055,Region01,0
6129877,Region01,0
6128429,Region01,0
6126625,Region01,3.87
6130109,Region01,0
6130131,Region01,0
6130959,Region01,0
6130059,Region01,0
6130847,Region01,0
6126617,Region01,9.84
6126449,Region01,9.41
6128403,Region01,0
6128335,Region01,0
6128327,Region01,0
6125953,Region01,4.41
6125705,Region01,4.74
6125935,Region01,2.62
6123649,Region01,0
6125175,Region01,3.62
6125231,Region01,5.47
6123995,Region01,12.12
6125293,Region01,2.51
6125783,Region01,6.14
6125757,Region01,0
6129879,Region01,0
6130567,Region01,0
6128397,Region01,4.09
6129325,Region01,5.16
6129853,Region01,0
6128423,Region01,0
6128463,Region01,0
6128393,Region01,0
6125319,Region01,11.06
6125309,Region01,10.77
6125237,Region01,5.46
6125191,Region01,4.92
6125773,Region01,6.32
6125181,Region01,3.32
6125185,Region01,3.8
6125753,Region01,0
6125215,Region01,2.17
6124057,Region01,2.56
6123985,Region01,3.56
6123655,Region01,2.6
6130887,Region01,0
6128041,Region01,8.9
